324	0.000211737
325	0.000209987
326	0.000208236
327	0.000206485
328	0.000204735
329	0.000202984
330	0.000201233
331	0.000199483
332	0.000197732
333	0.000195981
334	0.000194231
335	0.00019248
336	0.000190729
337	0.000188979
338	0.000187228
339	0.000185477
340	0.000183727
341	0.000181976
342	0.000180225
343	0.000178475
344	0.000176724
345	0.000174973
346	0.000173223
347	0.000171472
348	0.000169721
349	0.000167971
350	0.00016622
351	0.000164469
352	0.000162719
353	0.000160968
354	0.000159217
355	0.000157467
356	0.000155716
357	0.000153965
358	0.000152215
359	0.000150464
360	0.000148713
361	0.000146963
362	0.000145212
363	0.000143461
364	0.000141711
365	0.00013996
366	0.000138209
367	0.000136459
368	0.000134708
369	0.000132957
370	0.000131207
371	0.000129456
372	0.000127705
373	0.000125955
374	0.000124204
375	0.000122453
376	0.000120703
377	0.000118952
378	0.000117201
379	0.000115451
